YEAR,STATE,EVENT_TYPE,Injuries,Deaths,DAMAGE_PROPERTY,DAMAGE_CROPS
1950,ALABAMA,Tornado,15,0,27500.0,0.0
1950,ARKANSAS,Tornado,49,2,860030.0,0.0
1950,COLORADO,Tornado,1,0,50000.0,0.0
1950,CONNECTICUT,Tornado,3,0,252500.0,0.0
1950,FLORIDA,Tornado,0,0,82500.0,0.0
1950,GEORGIA,Tornado,1,0,32500.0,0.0
1950,ILLINOIS,Tornado,31,3,5877500.0,0.0
1950,INDIANA,Tornado,0,0,25000.0,0.0
1950,IOWA,Tornado,5,0,30.0,0.0
1950,KANSAS,Tornado,26,1,5092500.0,0.0
1950,KENTUCKY,Tornado,0,0,500000.0,0.0
1950,LOUISIANA,Tornado,144,29,4300000.0,0.0
1950,MARYLAND,Tornado,0,0,2500.0,0.0
1950,MINNESOTA,Tornado,4,0,2500.0,0.0
1950,MISSISSIPPI,Tornado,23,6,1375000.0,0.0
1950,MISSOURI,Tornado,8,0,2755500.0,0.0
1950,NEBRASKA,Tornado,135,0,2577500.0,0.0
1950,NEW MEXICO,Tornado,0,0,25250.0,0.0
1950,NORTH CAROLINA,Tornado,8,0,282500.0,0.0
1950,NORTH DAKOTA,Tornado,0,0,275000.0,0.0
1950,OHIO,Tornado,31,0,2525000.0,0.0
1950,OKLAHOMA,Tornado,45,6,1715750.0,0.0
1950,PENNSYLVANIA,Tornado,3,0,532500.0,0.0
1950,SOUTH CAROLINA,Tornado,0,0,25000.0,0.0
1950,SOUTH DAKOTA,Tornado,0,0,2500.0,0.0
1950,TENNESSEE,Tornado,9,9,30000.0,0.0
1950,TEXAS,Tornado,106,11,4430000.0,0.0
1950,WEST VIRGINIA,Tornado,0,0,0.0,0.0
1950,WISCONSIN,Tornado,12,3,825000.0,0.0
1950,WYOMING,Tornado,0,0,90.0,0.0
1951,ALABAMA,Tornado,13,0,35000.0,0.0
1951,ARKANSAS,Tornado,7,0,50000.0,0.0
1951,CALIFORNIA,Tornado,0,0,2500000.0,0.0
1951,COLORADO,Tornado,2,0,28310.0,0.0
1951,CONNECTICUT,Tornado,17,0,525000.0,0.0
1951,FLORIDA,Tornado,0,3,335250.0,0.0
1951,GEORGIA,Tornado,0,0,52500.0,0.0
1951,ILLINOIS,Tornado,58,2,5525000.0,0.0
1951,INDIANA,Tornado,6,0,5750000.0,0.0
1951,IOWA,Tornado,17,0,0.0,0.0
1951,KANSAS,Tornado,115,8,3702810.0,0.0
1951,KENTUCKY,Tornado,11,1,275000.0,0.0
1951,LOUISIANA,Tornado,14,0,700000.0,0.0
1951,MASSACHUSETTS,Tornado,0,0,2500.0,0.0
1951,MICHIGAN,Tornado,4,1,827500.0,0.0
1951,MINNESOTA,Tornado,60,6,30250000.0,0.0
1951,MISSISSIPPI,Tornado,17,3,110000.0,0.0
1951,MISSOURI,Tornado,2,0,305250.0,0.0
1951,NEBRASKA,Tornado,8,0,57500.0,0.0
1951,NEW HAMPSHIRE,Tornado,0,0,2500.0,0.0
1951,NEW JERSEY,Tornado,2,0,25000.0,0.0
1951,NEW MEXICO,Tornado,0,0,250030.0,0.0
1951,NORTH CAROLINA,Tornado,0,0,100000.0,0.0
1951,NORTH DAKOTA,Tornado,0,0,250.0,0.0
1951,OHIO,Tornado,5,0,7500000.0,0.0
1951,OKLAHOMA,Tornado,16,0,1301030.0,0.0
1951,OREGON,Tornado,0,0,30.0,0.0
1951,PENNSYLVANIA,Tornado,1,0,30250.0,0.0
1951,SOUTH CAROLINA,Tornado,0,0,25000.0,0.0
1951,SOUTH DAKOTA,Tornado,5,0,0.0,0.0
1951,TENNESSEE,Tornado,0,0,25000.0,0.0
1951,TEXAS,Tornado,118,3,3632780.0,0.0
1951,VIRGINIA,Tornado,12,0,282500.0,0.0
1951,WEST VIRGINIA,Tornado,1,0,0.0,0.0
1951,WISCONSIN,Tornado,13,7,1300000.0,0.0
1952,ALABAMA,Tornado,116,6,5452500.0,0.0
1952,ARIZONA,Tornado,0,0,0.0,0.0
1952,ARKANSAS,Tornado,731,112,7235280.0,0.0
1952,CALIFORNIA,Tornado,0,0,0.0,0.0
1952,COLORADO,Tornado,6,0,300000.0,0.0
1952,FLORIDA,Tornado,9,0,92500.0,0.0
1952,GEORGIA,Tornado,34,0,3902500.0,0.0
1952,ILLINOIS,Tornado,1,0,302500.0,0.0
1952,INDIANA,Tornado,0,0,500000.0,0.0
1952,IOWA,Tornado,6,1,2700000.0,0.0
1952,KANSAS,Tornado,3,0,880250.0,0.0
1952,KENTUCKY,Tornado,21,0,250000.0,0.0
1952,LOUISIANA,Tornado,51,4,3852500.0,0.0
1952,MARYLAND,Tornado,1,0,75250.0,0.0
1952,MINNESOTA,Tornado,29,0,17600000.0,0.0
1952,MISSISSIPPI,Tornado,28,9,327500.0,0.0
1952,MISSOURI,Tornado,117,18,27877750.0,0.0
1952,MONTANA,Tornado,2,1,500000.0,0.0
1952,NEBRASKA,Tornado,21,0,502500.0,0.0
1952,NEW JERSEY,Tornado,0,0,77500.0,0.0
1952,NEW YORK,Tornado,0,0,25000.0,0.0
1952,NORTH CAROLINA,Tornado,9,0,350000.0,0.0
1952,NORTH DAKOTA,Tornado,27,1,880000.0,0.0
1952,OHIO,Tornado,4,0,275000.0,0.0
1952,OKLAHOMA,Tornado,2,0,596030.0,0.0
1952,PENNSYLVANIA,Tornado,14,0,3032500.0,0.0
1952,SOUTH CAROLINA,Tornado,4,2,250060.0,0.0
1952,SOUTH DAKOTA,Tornado,0,0,50060.0,0.0
1952,TENNESSEE,Tornado,659,75,13202500.0,0.0
1952,TEXAS,Tornado,13,0,412530.0,0.0
1952,VIRGINIA,Tornado,2,0,300000.0,0.0
1952,WISCONSIN,Tornado,6,2,2500000.0,0.0
1952,WYOMING,Tornado,0,0,30.0,0.0
1953,ALABAMA,Tornado,248,16,3070000.0,0.0
1953,ARKANSAS,Tornado,9,0,1037500.0,0.0
1953,CALIFORNIA,Tornado,0,0,5000.0,0.0
1953,COLORADO,Tornado,0,0,58090.0,0.0
1953,FLORIDA,Tornado,36,0,363930.0,0.0
1953,GEORGIA,Tornado,618,22,51150000.0,0.0
1953,ILLINOIS,Tornado,13,1,50275000.0,0.0
1953,INDIANA,Tornado,12,2,10050530.0,0.0
1953,IOWA,Tornado,19,2,1405000.0,0.0
1953,KANSAS,Tornado,3,0,607750.0,0.0
1953,LOUISIANA,Tornado,150,13,32705000.0,0.0
1953,MAINE,Tornado,2,0,250.0,0.0
1953,MARYLAND,Tornado,0,0,2750.0,0.0
1953,MASSACHUSETTS,Tornado,1245,90,257500000.0,0.0
1953,MICHIGAN,Tornado,982,127,84055500.0,0.0
1953,MINNESOTA,Tornado,24,9,8277500.0,0.0
1953,MISSISSIPPI,Tornado,310,39,28337500.0,0.0
1953,MISSOURI,Tornado,1,0,57530.0,0.0
1953,MONTANA,Tornado,0,0,25500.0,0.0
1953,NEBRASKA,Tornado,103,16,9268500.0,0.0
1953,NEW HAMPSHIRE,Tornado,5,0,25250.0,0.0
1953,NORTH CAROLINA,Tornado,1,0,300060.0,0.0
1953,NORTH DAKOTA,Tornado,20,2,807500.0,0.0
1953,OHIO,Tornado,379,17,50000.0,0.0
1953,OKLAHOMA,Tornado,45,5,1264810.0,0.0
1953,PENNSYLVANIA,Tornado,2,0,60000.0,0.0
1953,SOUTH CAROLINA,Tornado,2,0,302500.0,0.0
1953,SOUTH DAKOTA,Tornado,2,0,403250.0,0.0
1953,TENNESSEE,Tornado,34,4,1030000.0,0.0
1953,TEXAS,Tornado,834,150,33513500.0,0.0
1953,UTAH,Tornado,0,0,0.0,0.0
1953,VERMONT,Tornado,0,0,2500.0,0.0
1953,VIRGINIA,Tornado,0,0,60000.0,0.0
1953,WISCONSIN,Tornado,32,4,20025000.0,0.0
1953,WYOMING,Tornado,0,0,7500.0,0.0
1954,ALABAMA,Tornado,36,0,607530.0,0.0
1954,ARIZONA,Tornado,0,0,0.0,0.0
1954,ARKANSAS,Tornado,38,1,2177750.0,0.0
1954,CALIFORNIA,Tornado,0,0,250.0,0.0
1954,COLORADO,Tornado,0,0,11000.0,0.0
1954,CONNECTICUT,Tornado,2,0,27500.0,0.0
1954,DELAWARE,Tornado,0,0,2500.0,0.0
1954,FLORIDA,Tornado,6,2,110340.0,0.0
1954,GEORGIA,Tornado,217,10,35417500.0,0.0
1954,IDAHO,Tornado,0,0,90.0,0.0
1954,ILLINOIS,Tornado,19,1,1575000.0,0.0
1954,INDIANA,Tornado,4,2,2941000.0,0.0
1954,IOWA,Tornado,4,1,880750.0,0.0
1954,KANSAS,Tornado,2,0,706000.0,0.0
1954,KENTUCKY,Tornado,0,0,277500.0,0.0
1954,LOUISIANA,Tornado,11,2,427560.0,0.0
1954,MAINE,Tornado,2,1,50000.0,0.0
1954,MARYLAND,Tornado,8,0,25000.0,0.0
1954,MASSACHUSETTS,Tornado,0,0,5000.0,0.0
1954,MICHIGAN,Tornado,2,0,385500.0,0.0
1954,MINNESOTA,Tornado,1,0,602500.0,0.0
1954,MISSISSIPPI,Tornado,63,0,3682750.0,0.0
1954,MISSOURI,Tornado,5,2,1370560.0,0.0
1954,MONTANA,Tornado,0,0,27750.0,0.0
1954,NEBRASKA,Tornado,32,7,8367750.0,0.0
1954,NEW HAMPSHIRE,Tornado,0,0,25000.0,0.0
1954,NEW MEXICO,Tornado,0,0,530.0,0.0
1954,NEW YORK,Tornado,0,0,2525000.0,0.0
1954,NORTH CAROLINA,Tornado,5,0,877500.0,0.0
1954,NORTH DAKOTA,Tornado,0,0,25000.0,0.0
1954,OHIO,Tornado,4,1,855000.0,0.0
1954,OKLAHOMA,Tornado,103,3,14538840.0,0.0
1954,OREGON,Tornado,0,0,0.0,0.0
1954,PENNSYLVANIA,Tornado,10,0,218560.0,0.0
1954,SOUTH CAROLINA,Tornado,0,0,2500.0,0.0
1954,SOUTH DAKOTA,Tornado,4,0,208030.0,0.0
1954,TENNESSEE,Tornado,4,0,252500.0,0.0
1954,TEXAS,Tornado,129,3,5875280.0,0.0
1954,UTAH,Tornado,0,0,25000.0,0.0
1954,VIRGINIA,Tornado,0,0,35000.0,0.0
1954,WASHINGTON,Tornado,0,0,25000.0,0.0
1954,WEST VIRGINIA,Tornado,0,0,0.0,0.0
1954,WISCONSIN,Tornado,4,0,610000.0,0.0
1954,WYOMING,Tornado,0,0,27500.0,0.0
1955,ALABAMA,Hail,0,0,0.0,0.0
1955,ALABAMA,Thunderstorm Wind,0,0,0.0,0.0
1955,ALABAMA,Tornado,27,5,7580000.0,0.0
1955,ARIZONA,Hail,0,0,0.0,0.0
1955,ARIZONA,Thunderstorm Wind,0,0,0.0,0.0
1955,ARIZONA,Tornado,0,0,25000.0,0.0
1955,ARKANSAS,Hail,0,0,0.0,0.0
1955,ARKANSAS,Thunderstorm Wind,0,0,0.0,0.0
1955,ARKANSAS,Tornado,33,2,3010500.0,0.0
1955,CALIFORNIA,Thunderstorm Wind,0,0,0.0,0.0
1955,CALIFORNIA,Tornado,0,0,2500.0,0.0
1955,COLORADO,Hail,0,0,0.0,0.0
1955,COLORADO,Thunderstorm Wind,0,0,0.0,0.0
1955,COLORADO,Tornado,1,0,563310.0,0.0
1955,CONNECTICUT,Hail,0,0,0.0,0.0
1955,CONNECTICUT,Tornado,0,0,5000.0,0.0
1955,DELAWARE,Tornado,1,0,2500.0,0.0
1955,FLORIDA,Hail,0,0,0.0,0.0
1955,FLORIDA,Thunderstorm Wind,0,0,0.0,0.0
1955,FLORIDA,Tornado,0,0,51280.0,0.0
1955,GEORGIA,Hail,0,0,0.0,0.0
1955,GEORGIA,Thunderstorm Wind,0,0,0.0,0.0
1955,GEORGIA,Tornado,5,4,5613250.0,0.0
1955,HAWAII,Tornado,0,0,60.0,0.0
1955,IDAHO,Thunderstorm Wind,0,0,0.0,0.0
1955,IDAHO,Tornado,0,0,30.0,0.0
1955,ILLINOIS,Hail,0,0,0.0,0.0
1955,ILLINOIS,Thunderstorm Wind,0,0,0.0,0.0
1955,ILLINOIS,Tornado,10,0,7155280.0,0.0
1955,INDIANA,Hail,0,0,0.0,0.0
1955,INDIANA,Thunderstorm Wind,0,0,0.0,0.0
1955,INDIANA,Tornado,29,0,3935000.0,0.0
1955,IOWA,Hail,0,0,0.0,0.0
1955,IOWA,Thunderstorm Wind,0,0,0.0,0.0
1955,IOWA,Tornado,0,0,107500.0,0.0
1955,KANSAS,Hail,0,0,0.0,0.0
1955,KANSAS,Thunderstorm Wind,0,0,0.0,0.0
1955,KANSAS,Tornado,275,81,1797500.0,0.0
1955,KENTUCKY,Hail,0,0,0.0,0.0
1955,KENTUCKY,Thunderstorm Wind,0,0,0.0,0.0
1955,KENTUCKY,Tornado,13,0,525000.0,0.0
1955,LOUISIANA,Hail,0,0,0.0,0.0
1955,LOUISIANA,Thunderstorm Wind,0,0,0.0,0.0
1955,LOUISIANA,Tornado,0,0,50030.0,0.0
1955,MAINE,Thunderstorm Wind,0,0,0.0,0.0
1955,MASSACHUSETTS,Hail,0,0,0.0,0.0
1955,MASSACHUSETTS,Tornado,0,0,7500.0,0.0
1955,MICHIGAN,Hail,0,0,0.0,0.0
1955,MICHIGAN,Thunderstorm Wind,0,0,0.0,0.0
1955,MICHIGAN,Tornado,2,0,570250.0,0.0
1955,MINNESOTA,Hail,0,0,0.0,0.0
1955,MINNESOTA,Thunderstorm Wind,0,0,0.0,0.0
1955,MINNESOTA,Tornado,24,2,3525750.0,0.0
1955,MISSISSIPPI,Hail,0,0,0.0,0.0
1955,MISSISSIPPI,Thunderstorm Wind,0,0,0.0,0.0
1955,MISSISSIPPI,Tornado,1,0,777500.0,0.0
1955,MISSOURI,Hail,0,0,0.0,0.0
1955,MISSOURI,Thunderstorm Wind,0,0,0.0,0.0
1955,MISSOURI,Tornado,25,0,2063430.0,0.0
1955,MONTANA,Hail,0,0,0.0,0.0
1955,MONTANA,Thunderstorm Wind,0,0,0.0,0.0
1955,MONTANA,Tornado,0,0,52500.0,0.0
1955,NEBRASKA,Hail,0,0,0.0,0.0
1955,NEBRASKA,Thunderstorm Wind,0,0,0.0,0.0
1955,NEBRASKA,Tornado,42,3,1365750.0,0.0
1955,NEW HAMPSHIRE,Hail,0,0,0.0,0.0
1955,NEW HAMPSHIRE,Thunderstorm Wind,0,0,0.0,0.0
1955,NEW HAMPSHIRE,Tornado,0,0,25000.0,0.0
1955,NEW JERSEY,Hail,0,0,0.0,0.0
1955,NEW JERSEY,Thunderstorm Wind,0,0,0.0,0.0
1955,NEW JERSEY,Tornado,0,0,0.0,0.0
1955,NEW MEXICO,Hail,0,0,0.0,0.0
1955,NEW MEXICO,Thunderstorm Wind,0,0,0.0,0.0
1955,NEW MEXICO,Tornado,0,0,2500.0,0.0
1955,NEW YORK,Hail,0,0,0.0,0.0
1955,NEW YORK,Thunderstorm Wind,0,0,0.0,0.0
1955,NEW YORK,Tornado,0,0,25000.0,0.0
1955,NORTH CAROLINA,Hail,0,0,0.0,0.0
1955,NORTH CAROLINA,Thunderstorm Wind,0,0,0.0,0.0
1955,NORTH CAROLINA,Tornado,2,1,352500.0,0.0
1955,NORTH DAKOTA,Hail,0,0,0.0,0.0
1955,NORTH DAKOTA,Thunderstorm Wind,0,0,0.0,0.0
1955,NORTH DAKOTA,Tornado,19,2,587500.0,0.0
1955,OHIO,Hail,0,0,0.0,0.0
1955,OHIO,Thunderstorm Wind,0,0,0.0,0.0
1955,OHIO,Tornado,12,1,3500000.0,0.0
1955,OKLAHOMA,Hail,0,0,0.0,0.0
1955,OKLAHOMA,Thunderstorm Wind,0,0,0.0,0.0
1955,OKLAHOMA,Tornado,299,23,27007530.0,0.0
1955,OREGON,Hail,0,0,0.0,0.0
1955,PENNSYLVANIA,Hail,0,0,0.0,0.0
1955,PENNSYLVANIA,Thunderstorm Wind,0,0,0.0,0.0
1955,PENNSYLVANIA,Tornado,0,1,300000.0,0.0
1955,SOUTH CAROLINA,Hail,0,0,0.0,0.0
1955,SOUTH CAROLINA,Thunderstorm Wind,0,0,0.0,0.0
1955,SOUTH CAROLINA,Tornado,15,2,535000.0,0.0
1955,SOUTH DAKOTA,Hail,0,0,0.0,0.0
1955,SOUTH DAKOTA,Thunderstorm Wind,0,0,0.0,0.0
1955,SOUTH DAKOTA,Tornado,2,0,63500.0,0.0
1955,TENNESSEE,Hail,0,0,0.0,0.0
1955,TENNESSEE,Thunderstorm Wind,0,0,0.0,0.0
1955,TENNESSEE,Tornado,16,0,1657500.0,0.0
1955,TEXAS,Hail,0,0,0.0,0.0
1955,TEXAS,Thunderstorm Wind,0,0,0.0,0.0
1955,TEXAS,Tornado,63,2,8683120.0,0.0
1955,UTAH,Tornado,0,0,2500.0,0.0
1955,VERMONT,Hail,0,0,0.0,0.0
1955,VERMONT,Thunderstorm Wind,0,0,0.0,0.0
1955,VERMONT,Tornado,0,0,50000.0,0.0
1955,VIRGINIA,Hail,0,0,0.0,0.0
1955,VIRGINIA,Thunderstorm Wind,0,0,0.0,0.0
1955,VIRGINIA,Tornado,0,0,2500.0,0.0
1955,WASHINGTON,Hail,0,0,0.0,0.0
1955,WASHINGTON,Thunderstorm Wind,0,0,0.0,0.0
1955,WEST VIRGINIA,Hail,0,0,0.0,0.0
1955,WEST VIRGINIA,Thunderstorm Wind,0,0,0.0,0.0
1955,WISCONSIN,Hail,0,0,0.0,0.0
1955,WISCONSIN,Thunderstorm Wind,0,0,0.0,0.0
1955,WISCONSIN,Tornado,7,0,1077500.0,0.0
1955,WYOMING,Hail,0,0,0.0,0.0
1955,WYOMING,Thunderstorm Wind,0,0,0.0,0.0
1955,WYOMING,Tornado,3,0,2560.0,0.0
1956,ALABAMA,Hail,0,0,0.0,0.0
1956,ALABAMA,Thunderstorm Wind,0,0,0.0,0.0
1956,ALABAMA,Tornado,203,25,2553250.0,0.0
1956,ARIZONA,Thunderstorm Wind,0,0,0.0,0.0
1956,ARIZONA,Tornado,0,0,250.0,0.0
1956,ARKANSAS,Hail,0,0,0.0,0.0
1956,ARKANSAS,Thunderstorm Wind,0,0,0.0,0.0
1956,ARKANSAS,Tornado,19,1,1205000.0,0.0
1956,CALIFORNIA,Tornado,2,0,50000.0,0.0
1956,COLORADO,Hail,0,0,0.0,0.0
1956,COLORADO,Thunderstorm Wind,0,0,0.0,0.0
1956,COLORADO,Tornado,0,0,780.0,0.0
1956,CONNECTICUT,Hail,0,0,0.0,0.0
1956,CONNECTICUT,Thunderstorm Wind,0,0,0.0,0.0
1956,CONNECTICUT,Tornado,0,0,250.0,0.0
1956,FLORIDA,Hail,0,0,0.0,0.0
1956,FLORIDA,Thunderstorm Wind,0,0,0.0,0.0
1956,FLORIDA,Tornado,21,0,3052780.0,0.0
1956,GEORGIA,Hail,0,0,0.0,0.0
1956,GEORGIA,Thunderstorm Wind,0,0,0.0,0.0
1956,GEORGIA,Tornado,2,0,3063180.0,0.0
1956,IDAHO,Hail,0,0,0.0,0.0
1956,IDAHO,Thunderstorm Wind,0,0,0.0,0.0
1956,IDAHO,Tornado,0,0,150.0,0.0
1956,ILLINOIS,Hail,0,0,0.0,0.0
1956,ILLINOIS,Thunderstorm Wind,0,0,0.0,0.0
1956,ILLINOIS,Tornado,34,8,11527500.0,0.0
1956,INDIANA,Hail,0,0,0.0,0.0
1956,INDIANA,Thunderstorm Wind,0,0,0.0,0.0
1956,INDIANA,Tornado,52,1,9617750.0,0.0
1956,IOWA,Hail,0,0,0.0,0.0
1956,IOWA,Thunderstorm Wind,0,0,0.0,0.0
1956,IOWA,Tornado,9,0,53500.0,0.0
1956,KANSAS,Hail,0,0,0.0,0.0
1956,KANSAS,Thunderstorm Wind,0,0,0.0,0.0
1956,KANSAS,Tornado,52,3,23035250.0,0.0
1956,KENTUCKY,Hail,0,0,0.0,0.0
1956,KENTUCKY,Thunderstorm Wind,0,0,0.0,0.0
1956,KENTUCKY,Tornado,16,1,2857530.0,0.0
1956,LOUISIANA,Hail,0,0,0.0,0.0
1956,LOUISIANA,Thunderstorm Wind,0,0,0.0,0.0
1956,LOUISIANA,Tornado,4,0,800250.0,0.0
1956,MAINE,Tornado,0,0,50000.0,0.0
1956,MARYLAND,Hail,0,0,0.0,0.0
1956,MARYLAND,Thunderstorm Wind,0,0,0.0,0.0
1956,MASSACHUSETTS,Hail,0,0,0.0,0.0
1956,MASSACHUSETTS,Thunderstorm Wind,0,0,0.0,0.0
1956,MASSACHUSETTS,Tornado,14,0,2855500.0,0.0
1956,MICHIGAN,Hail,0,0,0.0,0.0
1956,MICHIGAN,Thunderstorm Wind,0,0,0.0,0.0
1956,MICHIGAN,Tornado,534,24,20935250.0,0.0
1956,MINNESOTA,Hail,0,0,0.0,0.0
1956,MINNESOTA,Thunderstorm Wind,0,0,0.0,0.0
1956,MINNESOTA,Tornado,0,0,275000.0,0.0
1956,MISSISSIPPI,Thunderstorm Wind,0,0,0.0,0.0
1956,MISSISSIPPI,Tornado,63,1,2775000.0,0.0
1956,MISSOURI,Hail,0,0,0.0,0.0
1956,MISSOURI,Thunderstorm Wind,0,0,0.0,0.0
1956,MISSOURI,Tornado,23,0,1016030.0,0.0
1956,MONTANA,Hail,0,0,0.0,0.0
1956,MONTANA,Thunderstorm Wind,0,0,0.0,0.0
1956,NEBRASKA,Hail,0,0,0.0,0.0
1956,NEBRASKA,Thunderstorm Wind,0,0,0.0,0.0
1956,NEBRASKA,Tornado,8,0,1775250.0,0.0
1956,NEW HAMPSHIRE,Thunderstorm Wind,0,0,0.0,0.0
1956,NEW HAMPSHIRE,Tornado,0,0,25250.0,0.0
1956,NEW JERSEY,Hail,0,0,0.0,0.0
1956,NEW JERSEY,Thunderstorm Wind,0,0,0.0,0.0
1956,NEW JERSEY,Tornado,8,0,50000.0,0.0
1956,NEW MEXICO,Hail,0,0,0.0,0.0
1956,NEW MEXICO,Thunderstorm Wind,0,0,0.0,0.0
1956,NEW MEXICO,Tornado,0,0,2750.0,0.0
1956,NEW YORK,Hail,0,0,0.0,0.0
1956,NEW YORK,Thunderstorm Wind,0,0,0.0,0.0
1956,NEW YORK,Tornado,0,0,0.0,0.0
1956,NORTH CAROLINA,Hail,0,0,0.0,0.0
1956,NORTH CAROLINA,Thunderstorm Wind,0,0,0.0,0.0
1956,NORTH CAROLINA,Tornado,2,0,357500.0,0.0
1956,NORTH DAKOTA,Hail,0,0,0.0,0.0
1956,NORTH DAKOTA,Thunderstorm Wind,0,0,0.0,0.0
1956,NORTH DAKOTA,Tornado,9,0,802500.0,0.0
1956,OHIO,Hail,0,0,0.0,0.0
1956,OHIO,Thunderstorm Wind,0,0,0.0,0.0
1956,OHIO,Tornado,5,2,1530000.0,0.0
1956,OKLAHOMA,Hail,0,0,0.0,0.0
1956,OKLAHOMA,Thunderstorm Wind,0,0,0.0,0.0
1956,OKLAHOMA,Tornado,131,5,15666310.0,0.0
1956,OREGON,Hail,0,0,0.0,0.0
1956,OREGON,Thunderstorm Wind,0,0,0.0,0.0
1956,PENNSYLVANIA,Hail,0,0,0.0,0.0
1956,PENNSYLVANIA,Thunderstorm Wind,0,0,0.0,0.0
1956,PENNSYLVANIA,Tornado,9,0,802500.0,0.0
1956,RHODE ISLAND,Hail,0,0,0.0,0.0
1956,RHODE ISLAND,Thunderstorm Wind,0,0,0.0,0.0
1956,SOUTH CAROLINA,Hail,0,0,0.0,0.0
1956,SOUTH CAROLINA,Thunderstorm Wind,0,0,0.0,0.0
1956,SOUTH CAROLINA,Tornado,2,0,305250.0,0.0
1956,SOUTH DAKOTA,Hail,0,0,0.0,0.0
1956,SOUTH DAKOTA,Thunderstorm Wind,0,0,0.0,0.0
1956,SOUTH DAKOTA,Tornado,3,0,30530.0,0.0
1956,TENNESSEE,Hail,0,0,0.0,0.0
1956,TENNESSEE,Thunderstorm Wind,0,0,0.0,0.0
1956,TENNESSEE,Tornado,66,3,2632500.0,0.0
1956,TEXAS,Hail,0,0,0.0,0.0
1956,TEXAS,Thunderstorm Wind,0,0,0.0,0.0
1956,TEXAS,Tornado,11,0,877780.0,0.0
1956,UTAH,Thunderstorm Wind,0,0,0.0,0.0
1956,VERMONT,Thunderstorm Wind,0,0,0.0,0.0
1956,VIRGINIA,Hail,0,0,0.0,0.0
1956,VIRGINIA,Thunderstorm Wind,0,0,0.0,0.0
1956,VIRGINIA,Tornado,0,0,302500.0,0.0
1956,WASHINGTON,Hail,0,0,0.0,0.0
1956,WASHINGTON,Thunderstorm Wind,0,0,0.0,0.0
1956,WASHINGTON,Tornado,0,0,0.0,0.0
1956,WEST VIRGINIA,Hail,0,0,0.0,0.0
1956,WEST VIRGINIA,Thunderstorm Wind,0,0,0.0,0.0
1956,WEST VIRGINIA,Tornado,1,0,250000.0,0.0
1956,WISCONSIN,Hail,0,0,0.0,0.0
1956,WISCONSIN,Thunderstorm Wind,0,0,0.0,0.0
1956,WISCONSIN,Tornado,52,9,5752500.0,0.0
1956,WYOMING,Hail,0,0,0.0,0.0
1956,WYOMING,Thunderstorm Wind,0,0,0.0,0.0
1956,WYOMING,Tornado,0,0,25030.0,0.0
1957,ALABAMA,Hail,0,0,0.0,0.0
1957,ALABAMA,Thunderstorm Wind,0,0,0.0,0.0
1957,ALABAMA,Tornado,192,10,7223280.0,0.0
1957,ARIZONA,Hail,0,0,0.0,0.0
1957,ARIZONA,Thunderstorm Wind,0,0,0.0,0.0
1957,ARIZONA,Tornado,0,0,27560.0,0.0
1957,ARKANSAS,Hail,0,0,0.0,0.0
1957,ARKANSAS,Thunderstorm Wind,0,0,0.0,0.0
1957,ARKANSAS,Tornado,30,3,1008500.0,0.0
1957,CALIFORNIA,Hail,0,0,0.0,0.0
1957,CALIFORNIA,Thunderstorm Wind,0,0,0.0,0.0
1957,CALIFORNIA,Tornado,0,0,30.0,0.0
1957,COLORADO,Hail,0,0,0.0,0.0
1957,COLORADO,Thunderstorm Wind,0,0,0.0,0.0
1957,COLORADO,Tornado,1,0,20870.0,0.0
1957,CONNECTICUT,Hail,0,0,0.0,0.0
1957,CONNECTICUT,Thunderstorm Wind,0,0,0.0,0.0
1957,CONNECTICUT,Tornado,0,0,250000.0,0.0
1957,DELAWARE,Thunderstorm Wind,0,0,0.0,0.0
1957,DELAWARE,Tornado,0,0,5000.0,0.0
1957,FLORIDA,Hail,0,0,0.0,0.0
1957,FLORIDA,Thunderstorm Wind,0,0,0.0,0.0
1957,FLORIDA,Tornado,1,0,90460.0,0.0
1957,GEORGIA,Hail,0,0,0.0,0.0
1957,GEORGIA,Thunderstorm Wind,0,0,0.0,0.0
1957,GEORGIA,Tornado,22,3,1832530.0,0.0
1957,HAWAII,Tornado,0,0,25000.0,0.0
1957,IDAHO,Thunderstorm Wind,0,0,0.0,0.0
1957,IDAHO,Tornado,0,0,30.0,0.0
1957,ILLINOIS,Hail,0,0,0.0,0.0
1957,ILLINOIS,Thunderstorm Wind,0,0,0.0,0.0
1957,ILLINOIS,Tornado,330,15,16555530.0,0.0
1957,INDIANA,Hail,0,0,0.0,0.0
1957,INDIANA,Thunderstorm Wind,0,0,0.0,0.0
1957,INDIANA,Tornado,3,0,800780.0,0.0
1957,IOWA,Hail,0,0,0.0,0.0
1957,IOWA,Thunderstorm Wind,0,0,0.0,0.0
1957,IOWA,Tornado,1,0,630310.0,0.0
1957,KANSAS,Hail,0,0,0.0,0.0
1957,KANSAS,Thunderstorm Wind,0,0,0.0,0.0
1957,KANSAS,Tornado,36,7,10850580.0,0.0
1957,KENTUCKY,Thunderstorm Wind,0,0,0.0,0.0
1957,KENTUCKY,Tornado,0,0,300000.0,0.0
1957,LOUISIANA,Hail,0,0,0.0,0.0
1957,LOUISIANA,Thunderstorm Wind,0,0,0.0,0.0
1957,LOUISIANA,Tornado,90,14,4915500.0,0.0
